Topic,Words,Frequency,Timestamp,Name
85,"trust, trustworthiness, trusting, trustees, trustworthy",7,2011.3,85_trust_accountability_transparency_pub...
86,"private, faculty, education, enrollment, schools",7,2011.3,86_education_tribal_faculty_teaching
87,"engineering, students, workplace, engineers, learning",3,2011.3,87_engineering_students_engineers_learni...
88,"corporate, business, responsibility, organisations, company",3,2011.3,88_corporate_business_responsibility_com...
89,"food, nutrition, milk, agriculture, dairy",3,2011.3,89_agriculture_agricultural_foodservice_...
90,"nafta, trade, agreement, mexico, agreements",5,2011.3,90_nafta_agreement_mexico_brazil
91,"india, indias, indian, pakistan, asia",7,2011.3,91_india_indias_indian_tourism
92,"asian, asia, china, countries, korea",8,2011.3,92_asian_asia_china_growth
93,"lanka, tongan, tongans, tonga, auckland",3,2011.3,93_lanka_lankan_tamil_islands
94,"employability, students, education, universities, university",4,2011.3,94_universities_education_university_aca...
95,"opinion, partisanship, policy, ideology, factor",1,2011.3,95_policy_foreign_opinion_attitudes
96,"australian, australia, australias, indigenous, disability",2,2011.3,96_australian_australia_australias_indig...
97,"kazakh, kazakhstan, mongolia, language, mongolias",5,2011.3,97_kazakhstan_mongolia_uzbekistan_kazakh
98,"international, foreign, defence, regional, mongolia",5,2011.3,98_states_security_mongolia_mongolias
99,"biotechnology, agricultural, gm, biosafety, farmers",2,2011.3,99_agricultural_farmers_gm_crops
100,"prosocial, happiness, ngos, volunteers, social",3,2011.3,100_empowerment_volunteers_participation...
101,"consultants, library, libraries, consultant, consulting",3,2011.3,101_library_libraries_consultants_librar...
102,"soviet, tourists, ussr, foreign, foreigners",1,2011.3,102_multilateral_multilateralism_interna...
103,"universities, university, websites, macquarie, entities",2,2011.3,103_library_university_mu_libraries
104,"ethnic, integration, diversity, economy, economic",1,2011.3,104_sociology_typologies_social_regulati...
105,"crofting, crofters, land, privatisation, croft",2,2011.3,105_policy_legislators_rationality_polic...
106,"corporate, companies, corporations, japanese, directors",2,2011.3,106_corporate_companies_corporations_sha...
107,"indigenous, probation, offenders, immigration, migrants",2,2011.3,107_indigenous_peoples_cree_cultural
108,"weber, germany, german, political, elites",4,2011.3,108_theory_governmentality_political_mac...
109,"canadian, rights, political, canadas, lawyering",3,2011.3,109_community_lawyering_clients_rights
110,"china, zhou, chinas, sinoarab, chinese",1,2011.3,110_china_silk_timorleste_language
111,"humanitarian, peace, military, peacebuilding, international",3,2011.3,111_peacebuilding_peace_humanitarian_con...
112,"virus, mosquitoes, outbreaks, arboviruses, epidemics",3,2011.3,112_antivenoms_infectious_antivenom_dise...
113,"islam, jihadist, jihadism, muslim, terrorist",1,2011.3,113_militant_isis_propaganda_jihadist
114,"unsc, un, council, security, korean",2,2011.3,114_hungarian_iran_attacks_nato
115,"judicial, judges, takeovers, shareholders, court",2,2011.3,115_judicial_eu_ecj_judges
116,"institutional, institutions, change, institution, transformation",2,2011.3,116_institutional_institutions_instituti...
117,"macri, armed, argentina, acquisitions, corruption",1,2011.3,117_corruption_mexico_argentina_injustic...
118,"fdi, investment, countries, investments, israeli",2,2011.3,118_israeli_israel_investment_investor
121,"g20, g7, g24, g20s, countries",3,2011.3,121_g20_brics_brazil_brazils
122,"schools, school, student, students, curriculum",2,2011.3,122_schools_school_schooling_teachers
123,"literacy, education, language, educational, students",2,2011.3,123_education_internationalization_stude...
124,"chinese, cultural, china, chinas, culture",1,2011.3,124_chinese_culture_china_ideological
125,"genocide, obama, ngos, atrocities, rwanda",2,2011.3,125_genocide_rwanda_rwandan_deadwood
126,"schemas, structure, bourdieu, social, bourdieus",1,2011.3,126_anthropology_art_political_vichy
127,"nationalism, macedonian, greece, nationalist, macedonia",3,2011.3,127_nationalism_patriotism_nation_nation...
128,"metadata, computing, ddi, datasets, ssh",1,2011.3,128_researchers_funding_strategic_scienc...
129,"privilege, attorneyclient, attorney, counsel, attorneys",1,2011.3,129_cyber_attack_cyberwar_cyberspace
130,"iran, iranian, irans, us, reagan",3,2011.3,130_iran_irans_iranian_gulf
131,"tax, reform, taxes, reforms, taxation",3,2011.3,131_tax_taxation_taxes_reform
132,"germans, decentralization, czech, czechoslovak, czechs",3,2011.3,132_decentralization_normbuilding_govern...
133,"civilizations, un, israel, nations, international",3,2011.3,133_un_nations_civilizations_internation...
134,"banks, bank, banking, crisis, financial",2,2011.3,134_banks_bank_monetary_financial
135,"schools, school, teachers, workforcedevelopment, education",1,2011.3,135_industrial_growth_protoindustries_pr...
136,"mining, villages, infant, mines, mother",1,2011.3,136_sanctions_militarization_ngos_mining
137,"biofuels, renewable, geopolitics, selforganization, governance",3,2011.3,137_gas_oil_renewable_biofuels
138,"chilean, chile, globalization, economy, economic",3,2011.3,138_global_economic_governance_globaliza...
-1,"can, were, social, education, will",903,2014.2,-1_we_can_more_social
0,"law, court, courts, legal, judicial",102,2014.2,0_law_court_courts_legal
1,"media, news, internet, digital, technology",107,2014.2,1_media_news_internet_digital
2,"eu, european, union, eus, europe",78,2014.2,2_eu_european_eus_europe
3,"migration, immigration, migrants, immigrants, refugees",90,2014.2,3_migration_migrants_immigration_immigra...
4,"african, africa, government, political, countries",76,2014.2,4_african_africa_government_political
5,"china, chinese, chinas, economic, countries",40,2014.2,5_china_chinese_chinas_economic
6,"science, scientific, journals, publications, journal",39,2014.2,6_journals_journal_scientists_publicatio...
7,"child, youth, children, labor, poverty",30,2014.2,7_children_poverty_labor_school
8,"women, gender, womens, female, girls",37,2014.2,8_women_gender_womens_female
9,"climate, emissions, environmental, carbon, adaptation",41,2014.2,9_climate_emissions_environmental_carbon
10,"rights, consent, international, universal, womens",23,2014.2,10_rights_right_consent_law
11,"religious, religion, god, christian, secular",31,2014.2,11_religious_religion_churches_god
12,"democracy, political, democratic, parties, democratization",21,2014.2,12_democracy_political_democratic_partie...
13,"globalization, global, world, culture, international",24,2014.2,13_globalization_global_world_culture
14,"language, languages, teachers, students, linguistic",29,2014.2,14_language_languages_teaching_teachers
15,"capitalism, capital, economic, market, capitalist",22,2014.2,15_capital_capitalism_economic_economics
16,"montenegro, kosovo, poland, serbia, nato",20,2014.2,16_polish_poland_yugoslavia_kosovo
17,"russian, russia, russias, soviet, moscow",19,2014.2,17_russian_russia_russias_moscow
18,"health, care, healthcare, insurance, services",22,2014.2,18_health_care_insurance_healthcare
19,"islamic, islam, muslim, religion, muslims",20,2014.2,19_islamic_islam_muslim_muslims
20,"aid, donors, countries, donor, development",24,2014.2,20_aid_donors_donor_countries
21,"terrorism, terrorist, terrorists, counterterrorism, attacks",18,2014.2,21_terrorism_terrorist_attacks_terrorist...
22,"university, universities, faculty, academic, student",16,2014.2,22_universities_university_academic_facu...
23,"education, students, school, schools, educational",19,2014.2,23_education_school_students_schools
24,"corruption, corrupt, bribery, bribes, fcpa",13,2014.2,24_corruption_corrupt_bribery_bribes
25,"voting, turnout, electoral, vote, voters",13,2014.2,25_voting_electoral_voters_vote
26,"military, defense, forces, war, defence",13,2014.2,26_military_forces_war_army
27,"constitutional, constitution, amendment, constitutions, constitutionalism",14,2014.2,27_constitutional_constitution_law_court...
28,"korea, japanese, japan, korean, japans",13,2014.2,28_korea_japan_korean_japanese
29,"turkey, turkish, turkeys, kurdish, pkk",16,2014.2,29_turkey_turkish_turkeys_kurdish
30,"students, education, colleges, chinese, worldclass",13,2014.2,30_students_education_universities_colle...
31,"teachers, teacher, teaching, students, student",18,2014.2,31_teachers_teacher_teaching_students
32,"arab, egypt, yemen, saudi, arabia",16,2014.2,32_arab_saudi_egypt_aid
33,"environmental, conservation, pollution, environmentalists, biodiversity",7,2014.2,33_environmental_conservation_biodiversi...
34,"ukraine, growth, economic, development, production",15,2014.2,34_growth_ukraine_economic_production
35,"asean, myanmar, china, asia, myanmars",14,2014.2,35_asean_myanmar_asia_asian
36,"sports, sport, athletes, games, olympics",17,2014.2,36_sports_sport_games_athletes
37,"sustainability, sustainable, environmental, environment, greening",20,2014.2,37_sustainability_sustainable_environmen...
38,"entrepreneurship, entrepreneurial, entrepreneurs, business, entrepreneur",14,2014.2,38_entrepreneurship_entrepreneurial_entr...
39,"development, poverty, sustainable, growth, education",20,2014.2,39_development_poverty_sustainable_mdgs
40,"sovereignty, psnr, states, territorial, federation",11,2014.2,40_state_sovereignty_territory_states
41,"intelligence, security, wikileaks, surveillance, decryption",10,2014.2,41_intelligence_surveillance_security_pr...
42,"debt, banking, financial, banks, capitalisation",11,2014.2,42_crises_debt_financial_currency
43,"indonesia, indonesian, suku, yingluck, malaysia",9,2014.2,43_indonesia_indonesian_indonesias_malay...
44,"diplomacy, polish, diplomatic, international, foreign",8,2014.2,44_diplomacy_diplomatic_diplomats_foreig...
45,"tourism, tourists, tourist, destination, destinations",19,2014.2,45_tourism_tourists_tourist_destination
46,"governance, sgbs, accountability, corruption, government",7,2014.2,46_governance_accountability_ngos_democr...
47,"soviet, greece, greek, war, bulgaria",7,2014.2,47_soviet_war_us_military
48,"nigeria, nigerian, nigerias, africa, niger",15,2014.2,48_nigeria_nigerian_nigerias_government
49,"education, students, university, colleges, universities",8,2014.2,49_students_education_universities_colle...
50,"russia, ukraine, russian, crimea, crimean",10,2014.2,50_russia_ukraine_russian_crimea
51,"nuclear, weapons, deterrence, war, strategic",11,2014.2,51_nuclear_weapons_deterrence_war
52,"property, legitimacy, equality, moral, norms",12,2014.2,52_moral_legitimacy_autonomy_property
53,"urban, city, cities, sustainable, game",9,2014.2,53_city_cities_urban_neighborhood
54,"canadian, canada, federal, government, canadas",9,2014.2,54_canadian_federal_canada_government
55,"education, educational, universities, russian, university",13,2014.2,55_education_educational_students_univer...
56,"brazil, brazilian, brazils, foreign, lula",14,2014.2,56_brazil_brazilian_brazils_regional
57,"maritime, piracy, sea, ships, ship",7,2014.2,57_maritime_piracy_sea_inuit
58,"wto, trade, dispute, gatt, settlement",16,2014.2,58_wto_trade_dispute_settlement
59,"ideological, students, education, teaching, political",11,2014.2,59_ideological_education_colleges_politi...
60,"law, legal, rules, eu, private",11,2014.2,60_law_legal_eu_jurisdiction
61,"conflict, jamaica, conflicts, asean, scammers",13,2014.2,61_conflict_violence_peace_conflicts
62,"disaster, disasters, drought, earthquake, emergency",7,2014.2,62_disaster_disasters_earthquake_emergen...
63,"internationalization, education, universities, university, international",7,2014.2,63_internationalization_universities_uni...
64,"china, global, world, military, chinas",6,2014.2,64_us_china_world_american
65,"copyright, authors, psychiatry, publishers, psychiatric",9,2014.2,65_copyright_authors_rabbinic_author
66,"water, sanitation, dams, toilets, dam",8,2014.2,66_sanitation_dams_toilets_dam
67,"gas, oil, fuel, coal, pipeline",13,2014.2,67_gas_oil_petroleum_production
68,"leadership, leaders, leader, organizational, organization",9,2014.2,68_leadership_leaders_leader_organizatio...
69,"heritage, cultural, unesco, sites, soviet",4,2014.2,69_heritage_cultural_unesco_archaeologic...
70,"policy, projects, impact, evaluation, impactinfluence",8,2014.2,70_evaluation_development_policy_assessm...
71,"ethical, ethics, moral, emotional, arousal",13,2014.2,71_ethical_ethics_moral_business
72,"war, wartime, military, justices, wars",8,2014.2,72_war_military_wars_wartime
73,"diplomacy, policy, pacific, foreign, australian",2,2014.2,73_foreign_diplomacy_russia_internationa...
74,"accounting, standards, enterprises, accountants, companies",9,2014.2,74_accounting_standards_accountants_cart...
75,"innovation, innovative, knowledge, innovations, technology",5,2014.2,75_innovation_technology_technological_i...
76,"ngos, organizations, madrasas, nonprofit, madrasa",6,2014.2,76_ngos_organizations_nonprofit_ngo
77,"obama, trump, obamas, war, targeted",12,2014.2,77_obama_trump_us_war
78,"citizenship, citizens, born, tax, birth",6,2014.2,78_citizenship_citizens_born_citizen
79,"culture, cultural, traditional, society, arab",10,2014.2,79_culture_cultural_village_community
80,"israel, israeli, palestinian, gaza, palestinians",9,2014.2,80_israel_palestinian_israeli_palestinia...
81,"regionalism, regional, russia, belarus, azerbaijan",5,2014.2,81_regionalism_regional_regions_european
82,"organizational, organizations, firm, leadership, organization",5,2014.2,82_organizations_organizational_organiza...
83,"crime, police, policing, criminal, crimecontrol",6,2014.2,83_crime_police_policing_criminal
84,"genetic, biobanks, moral, ethics, evolution",8,2014.2,84_gene_genetic_patent_dna
85,"accountability, trust, regulatory, punishment, policy",5,2014.2,85_trust_accountability_transparency_pub...
86,"teaching, teachers, partnership, faculty, students",4,2014.2,86_education_tribal_faculty_teaching
87,"engineering, students, engineers, stem, student",8,2014.2,87_engineering_students_engineers_learni...
88,"corporate, responsibility, responsible, companies, corporations",6,2014.2,88_corporate_business_responsibility_com...
89,"food, foodservice, agriculture, agricultural, diet",6,2014.2,89_agriculture_agricultural_foodservice_...
90,"tribes, brazil, negotiations, agreement, colombia",8,2014.2,90_nafta_agreement_mexico_brazil
91,"india, indias, urban, indian, punjab",4,2014.2,91_india_indias_indian_tourism
92,"asia, china, singapore, chinas, growth",6,2014.2,92_asian_asia_china_growth
93,"lanka, lankan, tamil, zealand, tonga",8,2014.2,93_lanka_lankan_tamil_islands
94,"universities, university, education, accounting, strategic",8,2014.2,94_universities_education_university_aca...
95,"policy, foreign, attitudes, opinion, preferences",7,2014.2,95_policy_foreign_opinion_attitudes
96,"australian, australias, australia, government, embassy",7,2014.2,96_australian_australia_australias_indig...
97,"mongolia, kazakhstan, uzbekistan, mongolias, mongolian",4,2014.2,97_kazakhstan_mongolia_uzbekistan_kazakh
98,"mongolia, mongolias, nuclearweaponfree, nwfz, nuclear",1,2014.2,98_states_security_mongolia_mongolias
99,"agricultural, farmers, crops, gm, agriculture",9,2014.2,99_agricultural_farmers_gm_crops
100,"empowerment, volunteers, community, participation, associations",7,2014.2,100_empowerment_volunteers_participation...
101,"library, libraries, researchers, professors, consultants",4,2014.2,101_library_libraries_consultants_librar...
102,"foreign, international, russianand, sovietforeign, russianforeign",3,2014.2,102_multilateral_multilateralism_interna...
103,"library, libraries, information, university, uf",7,2014.2,103_library_university_mu_libraries
104,"sociology, math, participants, sociologists, groups",5,2014.2,104_sociology_typologies_social_regulati...
105,"policy, gun, rationality, choice, judge",5,2014.2,105_policy_legislators_rationality_polic...
106,"directors, corporate, harassment, director, shareholders",4,2014.2,106_corporate_companies_corporations_sha...
107,"indigenous, peoples, rights, tribal, cree",5,2014.2,107_indigenous_peoples_cree_cultural
108,"chinese, scholars, yan, china, tianxia",1,2014.2,108_theory_governmentality_political_mac...
109,"anticolonial, community, county, decolonization, lawyering",4,2014.2,109_community_lawyering_clients_rights
110,"china, countries, silk, eurasia, chinese",6,2014.2,110_china_silk_timorleste_language
111,"peace, peacebuilding, humanitarian, conflict, kosovo",6,2014.2,111_peacebuilding_peace_humanitarian_con...
112,"strongyloidiasis, ebola, infection, infectious, outbreaks",2,2014.2,112_antivenoms_infectious_antivenom_dise...
113,"militant, islamist, propaganda, isis, jihad",3,2014.2,113_militant_isis_propaganda_jihadist
114,"hungarian, iran, attacks, nato, bombing",8,2014.2,114_hungarian_iran_attacks_nato
115,"judicial, law, court, legal, courts",4,2014.2,115_judicial_eu_ecj_judges
116,"institutional, institutions, institutionalism, organizations, organization",3,2014.2,116_institutional_institutions_instituti...
117,"corruption, crime, mexico, mexican, violations",5,2014.2,117_corruption_mexico_argentina_injustic...
118,"fdi, israeli, israel, patents, countries",6,2014.2,118_israeli_israel_investment_investor
119,"patent, patents, court, courts, judicial",4,2014.2,119_patent_patents_court_copyright
120,"pbf, fcas, bank, budgeting, budget",2,2014.2,120_bank_pbf_banks_budget
121,"brazil, russia, countries, brazilian, china",4,2014.2,121_g20_brics_brazil_brazils
122,"school, schools, schooling, educational, teachers",3,2014.2,122_schools_school_schooling_teachers
123,"education, global, internationalization, globalisation, international",5,2014.2,123_education_internationalization_stude...
124,"culture, chinese, cultural, ideological, political",5,2014.2,124_chinese_culture_china_ideological
125,"genocide, gun, rwanda, firearms, rwandan",4,2014.2,125_genocide_rwanda_rwandan_deadwood
126,"art, vichy, portraiture, french, portraits",5,2014.2,126_anthropology_art_political_vichy
127,"nationalism, nationstate, egyptian, islamist, nation",2,2014.2,127_nationalism_patriotism_nation_nation...
128,"research, researchers, strategic, scientific, strategy",6,2014.2,128_researchers_funding_strategic_scienc...
129,"war, attack, military, security, attacks",3,2014.2,129_cyber_attack_cyberwar_cyberspace
130,"gulf, iran, iranians, iranian, arab",2,2014.2,130_iran_irans_iranian_gulf
131,"tax, income, taxes, justice, taxation",1,2014.2,131_tax_taxation_taxes_reform
132,"accountability, public, government, oversight, servants",3,2014.2,132_decentralization_normbuilding_govern...
133,"un, nations, peacekeeping, nigeria, international",3,2014.2,133_un_nations_civilizations_internation...
134,"reserve, fiscal, banks, financing, monetary",2,2014.2,134_banks_bank_monetary_financial
135,"protoindustries, protoindustrialization, industrial, protoindustrial, protoindustry",2,2014.2,135_industrial_growth_protoindustries_pr...
136,"sanctions, militarization, police, militarized, military",4,2014.2,136_sanctions_militarization_ngos_mining
137,"countriesconsumers, countryconsumer, belarus, countrysupplier, ukraine",2,2014.2,137_gas_oil_renewable_biofuels
138,"taiwan, trade, transnational, conflict, global",2,2014.2,138_global_economic_governance_globaliza...
139,"angola, china, chinas, aid, angolas",2,2014.2,139_africa_aid_angola_namibia
-1,"we, social, can, were, their",706,2017.1,-1_we_can_more_social
0,"law, court, courts, legal, judicial",87,2017.1,0_law_court_courts_legal
1,"media, news, internet, information, digital",60,2017.1,1_media_news_internet_digital
2,"eu, european, eus, cooperation, europe",63,2017.1,2_eu_european_eus_europe
3,"migration, migrants, immigration, immigrants, migrant",68,2017.1,3_migration_migrants_immigration_immigra...
4,"africa, african, government, political, countries",50,2017.1,4_african_africa_government_political
5,"china, chinese, chinas, economic, global",30,2017.1,5_china_chinese_chinas_economic
6,"science, scientific, journals, journal, scientists",32,2017.1,6_journals_journal_scientists_publicatio...
7,"child, children, youth, poverty, poor",28,2017.1,7_children_poverty_labor_school
8,"women, gender, womens, female, empowerment",23,2017.1,8_women_gender_womens_female
9,"climate, environmental, carbon, emissions, warming",13,2017.1,9_climate_emissions_environmental_carbon
10,"rights, equality, consent, law, legal",23,2017.1,10_rights_right_consent_law
11,"religious, church, religion, god, churches",21,2017.1,11_religious_religion_churches_god
12,"democracy, elections, parties, political, democratic",26,2017.1,12_democracy_political_democratic_partie...
13,"globalization, global, knowledge, development, culture",12,2017.1,13_globalization_global_world_culture
14,"language, languages, foreign, learning, linguistic",23,2017.1,14_language_languages_teaching_teachers
15,"economics, capitalism, neoliberalism, capital, economic",17,2017.1,15_capital_capitalism_economic_economics
16,"poland, europe, lithuania, nato, european",15,2017.1,16_polish_poland_yugoslavia_kosovo
17,"russian, russia, russias, moscow, putin",17,2017.1,17_russian_russia_russias_moscow
18,"nursing, care, polypharmacy, healthcare, terminology",10,2017.1,18_health_care_insurance_healthcare
19,"islamic, islam, muslim, muslims, islamism",10,2017.1,19_islamic_islam_muslim_muslims
20,"aid, development, countries, assistance, government",12,2017.1,20_aid_donors_donor_countries
21,"terrorism, terrorist, attacks, muslims, terrorists",12,2017.1,21_terrorism_terrorist_attacks_terrorist...
22,"universities, university, academic, humanities, faculty",13,2017.1,22_universities_university_academic_facu...
23,"education, schools, students, school, actuarial",10,2017.1,23_education_school_students_schools
24,"corruption, corrupt, bribery, bribes, cheating",13,2017.1,24_corruption_corrupt_bribery_bribes
25,"voting, voters, voter, vote, electoral",11,2017.1,25_voting_electoral_voters_vote
26,"military, forces, war, army, armed",10,2017.1,26_military_forces_war_army
27,"constitutional, constitution, courts, judicial, constitutionalism",13,2017.1,27_constitutional_constitution_law_court...
28,"korea, korean, japanese, japan, okinawa",8,2017.1,28_korea_japan_korean_japanese
29,"turkey, turkish, turkeys, ottoman, syria",8,2017.1,29_turkey_turkish_turkeys_kurdish
30,"students, education, chinese, vocational, china",12,2017.1,30_students_education_universities_colle...
31,"teachers, teacher, teaching, education, students",9,2017.1,31_teachers_teacher_teaching_students
32,"arab, india, egypt, tunisia, saudi",8,2017.1,32_arab_saudi_egypt_aid
33,"environmental, conservation, biodiversity, pollution, sustainable",16,2017.1,33_environmental_conservation_biodiversi...
34,"growth, economic, production, labor, economy",8,2017.1,34_growth_ukraine_economic_production
35,"asean, burma, asia, myanmar, asian",10,2017.1,35_asean_myanmar_asia_asian
36,"sports, sport, clubs, games, recreation",12,2017.1,36_sports_sport_games_athletes
37,"sustainability, sustainable, environmental, environment, ecoinnovation",7,2017.1,37_sustainability_sustainable_environmen...
38,"entrepreneurship, entrepreneurial, entrepreneurs, business, principals",12,2017.1,38_entrepreneurship_entrepreneurial_entr...
39,"development, countries, governance, fdr, poverty",7,2017.1,39_development_poverty_sustainable_mdgs
40,"territory, international, jurisdiction, states, ownership",12,2017.1,40_state_sovereignty_territory_states
41,"intelligence, surveillance, security, information, secrecy",8,2017.1,41_intelligence_surveillance_security_pr...
42,"crisis, currency, financial, fiscal, debt",6,2017.1,42_crises_debt_financial_currency
43,"indonesia, indonesian, indonesias, malaysia, sumatra",11,2017.1,43_indonesia_indonesian_indonesias_malay...
44,"diplomacy, diplomatic, diplomats, foreign, international",6,2017.1,44_diplomacy_diplomatic_diplomats_foreig...
45,"tourism, tourist, tourists, destination, heritage",5,2017.1,45_tourism_tourists_tourist_destination
46,"governance, ngos, accountability, organizations, government",12,2017.1,46_governance_accountability_ngos_democr...
47,"soviet, russia, soviets, authoritarianism, american",6,2017.1,47_soviet_war_us_military
48,"nigeria, nigerian, nigerias, debt, corruption",6,2017.1,48_nigeria_nigerian_nigerias_government
49,"students, universities, grades, college, university",7,2017.1,49_students_education_universities_colle...
50,"russia, ukraine, russian, nato, ukrainian",4,2017.1,50_russia_ukraine_russian_crimea
51,"nuclear, weapons, deterrence, war, reactors",7,2017.1,51_nuclear_weapons_deterrence_war
52,"legitimacy, moral, philosophers, weber, weberian",4,2017.1,52_moral_legitimacy_autonomy_property
53,"city, urban, cities, neighborhood, local",7,2017.1,53_city_cities_urban_neighborhood
54,"canadian, literacy, canada, war, military",8,2017.1,54_canadian_federal_canada_government
55,"education, educational, universities, skills, students",7,2017.1,55_education_educational_students_univer...
56,"brazilian, brazil, brazils, africa, military",5,2017.1,56_brazil_brazilian_brazils_regional
57,"arctic, piracy, maritime, inuit, sea",10,2017.1,57_maritime_piracy_sea_inuit
58,"wto, trade, dispute, settlement, disputes",5,2017.1,58_wto_trade_dispute_settlement
59,"ideological, education, political, teaching, universities",9,2017.1,59_ideological_education_colleges_politi...
60,"court, law, eu, swiss, rules",5,2017.1,60_law_legal_eu_jurisdiction
61,"conflict, violence, violent, conflicts, war",4,2017.1,61_conflict_violence_peace_conflicts
62,"disaster, disasters, earthquake, earthquakes, emergency",5,2017.1,62_disaster_disasters_earthquake_emergen...
63,"internationalization, students, universities, university, international",6,2017.1,63_internationalization_universities_uni...
64,"us, american, world, china, international",9,2017.1,64_us_china_world_american
65,"copyright, npos, protection, authors, law",12,2017.1,65_copyright_authors_rabbinic_author
66,"sanitation, irrigation, toilets, governance, development",5,2017.1,66_sanitation_dams_toilets_dam
67,"gas, oil, shale, supply, production",8,2017.1,67_gas_oil_petroleum_production
68,"leadership, leaders, organizational, leader, organizations",6,2017.1,68_leadership_leaders_leader_organizatio...
69,"heritage, antiquities, exhibition, museums, archaeological",6,2017.1,69_heritage_cultural_unesco_archaeologic...
70,"ingos, evaluation, costeffectiveness, ria, poverty",8,2017.1,70_evaluation_development_policy_assessm...
71,"moral, ethical, ethics, reasoning, servants",4,2017.1,71_ethical_ethics_moral_business
72,"war, military, vietnam, wars, jihad",7,2017.1,72_war_military_wars_wartime
73,"nuclear, russian, russia, diplomacy, weapons",5,2017.1,73_foreign_diplomacy_russia_internationa...
74,"accounting, accountants, cartel, standards, companies",6,2017.1,74_accounting_standards_accountants_cart...
75,"innovation, innovative, innovations, technological, industry",7,2017.1,75_innovation_technology_technological_i...
76,"ngos, organizations, nonprofit, organization, organizational",4,2017.1,76_ngos_organizations_nonprofit_ngo
77,"presidents, obama, president, obamas, iraq",6,2017.1,77_obama_trump_us_war
78,"citizenship, immigrants, legal, sentencing, citizen",5,2017.1,78_citizenship_citizens_born_citizen
79,"culture, cultural, tourists, culturallyinformed, heritage",4,2017.1,79_culture_cultural_village_community
80,"payoff, israel, palestinian, israeli, palestine",3,2017.1,80_israel_palestinian_israeli_palestinia...
81,"regionalism, regional, integration, region, regions",5,2017.1,81_regionalism_regional_regions_european
82,"corporate, organizational, organizations, business, firms",7,2017.1,82_organizations_organizational_organiza...
83,"crime, police, belarus, criminal, policing",4,2017.1,83_crime_police_policing_criminal
84,"animals, animal, xenotransplantation, genetic, norway",5,2017.1,84_gene_genetic_patent_dna
85,"trust, accountability, rulemaking, transparency, government",5,2017.1,85_trust_accountability_transparency_pub...
86,"tribal, education, religion, tribes, religious",9,2017.1,86_education_tribal_faculty_teaching
87,"engineering, students, education, engineers, software",5,2017.1,87_engineering_students_engineers_learni...
88,"business, responsibilities, corporate, responsibility, ethical",4,2017.1,88_corporate_business_responsibility_com...
89,"food, agriculture, nutrition, confectionery, agricultural",5,2017.1,89_agriculture_agricultural_foodservice_...
90,"acfta, nafta, mexican, dispute, mexico",4,2017.1,90_nafta_agreement_mexico_brazil
91,"india, indian, indias, tourists, pakistan",5,2017.1,91_india_indias_indian_tourism
92,"asian, economies, asia, industrialization, entrepreneurship",3,2017.1,92_asian_asia_china_growth
93,"lanka, lankan, islands, fiji, australia",4,2017.1,93_lanka_lankan_tamil_islands
94,"employability, skills, university, employers, graduates",1,2017.1,94_universities_education_university_aca...
95,"policy, attitudes, american, legislators, opinion",5,2017.1,95_policy_foreign_opinion_attitudes
96,"homelessness, homeless, australias, australian, australia",2,2017.1,96_australian_australia_australias_indig...
97,"uzbekistan, mongolia, kazakhstan, asia, russias",2,2017.1,97_kazakhstan_mongolia_uzbekistan_kazakh
98,"fragility, states, multiculturalism, global, countries",5,2017.1,98_states_security_mongolia_mongolias
99,"agricultural, wheat, farmers, agriculture, crops",3,2017.1,99_agricultural_farmers_gm_crops
100,"hackathons, citizenship, civic, hacking, village",2,2017.1,100_empowerment_volunteers_participation...
101,"library, libraries, information, librarians, projects",5,2017.1,101_library_libraries_consultants_librar...
102,"multilateral, multilateralism, global, international, eu",7,2017.1,102_multilateral_multilateralism_interna...
103,"plagiarism, journals, research, academicians, researchers",1,2017.1,103_library_university_mu_libraries
104,"regulation, athenian, theories, sociology, law",3,2017.1,104_sociology_typologies_social_regulati...
105,"legislators, policy, antitrust, rationality, policymaking",5,2017.1,105_policy_legislators_rationality_polic...
106,"corporate, shareholders, dividend, shareholder, corporation",3,2017.1,106_corporate_companies_corporations_sha...
107,"indigenous, tribes, tribal, keystone, native",4,2017.1,107_indigenous_peoples_cree_cultural
108,"macroeconomic, ideational, crisis, economic, policy",2,2017.1,108_theory_governmentality_political_mac...
109,"criminology, justice, rights, racial, lawyering",5,2017.1,109_community_lawyering_clients_rights
110,"timorleste, silk, china, language, chinese",4,2017.1,110_china_silk_timorleste_language
111,"coalition, mediation, combatants, conflict, peace",4,2017.1,111_peacebuilding_peace_humanitarian_con...
112,"tb, trials, diseases, mosquitoes, infectious",6,2017.1,112_antivenoms_infectious_antivenom_dise...
113,"jihadist, isis, islamic, muslim, wahhabi",6,2017.1,113_militant_isis_propaganda_jihadist
114,"egypt, egyptian, egypts, islamic, military",2,2017.1,114_hungarian_iran_attacks_nato
115,"gc, judges, cj, eu, judicial",2,2017.1,115_judicial_eu_ecj_judges
116,"institutions, communities, institutional, irc, community",3,2017.1,116_institutional_institutions_instituti...
117,"injustice, mexico, honduras, justice, corruption",6,2017.1,117_corruption_mexico_argentina_injustic...
118,"israeli, israel, ivf, sperm, reproductive",3,2017.1,118_israeli_israel_investment_investor
119,"patent, patents, estonia, estonian, patenting",3,2017.1,119_patent_patents_court_copyright
120,"bank, banks, budget, projects, reforms",8,2017.1,120_bank_pbf_banks_budget
